cert,bank,report_date,field,value,units,call_report_schedule,cited_line,verified,verified_meaning,usable_for_trend,note,filing_last_updated,days_after_quarter_end,filing_url
6548,US Bank NA,2018-09-30,NTRERESQ,3107.0,thousands of dollars,RI-B Pt I 1.c.(1)+1.c.(2) cols A-B,RIAD5411+RIADC234+RIADC235-RIAD5412-RIADC217-RIADC218,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P3CI,170641.0,thousands of dollars,RC-N 4 col A,RCFD1251+RCFD1254,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P9CI,61905.0,thousands of dollars,RC-N 4 col B,RCFD1252+RCFD1255,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NACI,179180.0,thousands of dollars,RC-N 4 col C,RCFD1253+RCFD1256,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P3RECONS,2379.0,thousands of dollars,RC-N 1.a.(1)+(2) col A,RCONF172+RCONF173,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P9RECONS,2955.0,thousands of dollars,RC-N 1.a.(1)+(2) col B,RCONF174+RCONF175,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NARECONS,27970.0,thousands of dollars,RC-N 1.a.(1)+(2) col C,RCONF176+RCONF177,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P3RENRES,23949.0,thousands of dollars,RC-N 1.e.(1)+(2) col A,RCONF178+RCONF179,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P9RENRES,78.0,thousands of dollars,RC-N 1.e.(1)+(2) col B,RCONF180+RCONF181,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NARENRES,49967.0,thousands of dollars,RC-N 1.e.(1)+(2) col C,RCONF182+RCONF183,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P3REMULT,1587.0,thousands of dollars,RC-N 1.d col A,RCON3499,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,P9REMULT,238.0,thousands of dollars,RC-N 1.d col B,RCON3500,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NAREMULT,17018.0,thousands of dollars,RC-N 1.d col C,RCON3501,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,LNCI,75197531.0,thousands of dollars,RC-C Pt I 4,RCFD1763+RCFD1764,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NTRECONQ,-3688.0,thousands of dollars,RI-B Pt I 1.a.(1)+(2) cols A-B,RIADC891+RIADC893-RIADC892-RIADC894,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NTREMULQ,604.0,thousands of dollars,RI-B Pt I 1.d cols A-B,RIAD3588-RIAD3589,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,NTCIQ,62916.0,thousands of dollars,RI-B Pt I 4 cols A-B,RIAD4645+RIAD4646-RIAD4617-RIAD4618,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,DEPUNINS,157331220.0,thousands of dollars,RC-O Mem 2,RCON5597,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,SCHA,46046251.0,thousands of dollars,RC-B 8 col A,RCFD1754,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,SCHF,44331861.0,thousands of dollars,RC-B 8 col B,RCFD1771,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,SCAA,65963994.0,thousands of dollars,RC-B 8 col C,RCFD1772,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,SCAF,63983008.0,thousands of dollars,RC-B 8 col D,RCFD1773,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-09-30,OTHBFHLB,9578789.0,thousands of dollars,RC-M 5.a.(1)(a)-(d),RCFDF055+RCFDF056+RCFDF057+RCFDF058,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,10/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=09302018
6548,US Bank NA,2018-06-30,ASSET,453023045.0,thousands of dollars,RC 12,RCFD2170,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,DEP,350952197.0,thousands of dollars,RC 13.a (+13.b 031),RCON2200+RCFN2200,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNLSGR,282986008.0,thousands of dollars,RC 4.a+4.b,RCFD5369+RCFDB528,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNLSNET,279066037.0,thousands of dollars,RC 4.a+4.b-4.c,RCFD5369+RCFDB528-RCFD3123,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,BRO,28139916.0,thousands of dollars,RC-E Mem 1.b,RCON2365,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,EQ,46996544.0,thousands of dollars,RC 27.a,RCFD3210,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NCLNLS,3336360.0,thousands of dollars,RC-N 9 cols B+C,RCFD1407+RCFD1403,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNATRES,3919971.0,thousands of dollars,RC 4.c,RCFD3123,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3LNLS,1430470.0,thousands of dollars,RC-N 9 col A,RCFD1406,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNRECONS,10953079.0,thousands of dollars,RC-C Pt I 1.a.(1)+(2),RCONF158+RCONF159,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNRENRES,21784229.0,thousands of dollars,RC-C Pt I 1.e.(1)+(2),RCONF160+RCONF161,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNREMULT,3457664.0,thousands of dollars,RC-C Pt I 1.d,RCON1460,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NCLNLSR,1.178984086025907,percent,FDIC-computed ratio,"1407,1403 / 2122",no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTLNLSQR,0.47,percent,FDIC-computed ratio,"4635,4605 / 3360",no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNATRESR,1.3852172507412452,percent,FDIC-computed ratio,3123 / 2122,no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNRESNCR,117.4924468582527,percent,FDIC-computed ratio,"3123 / 1407,1403",no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,RBC1AAJ,8.5795797832128,percent,"RC-R Part I line 31, Tier 1 leverage ratio",RCOA7204 (031: RCFA7204),yes,verified against the bank's own filed Call Report,yes,filed as a fraction; x100 to the published percent,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,RBCRWAJ,12.307196747440155,percent,"RC-R Part I line 51, total capital ratio",RCOA7205 (031: RCFA7205),yes,verified against the bank's own filed Call Report,yes,filed as a fraction; x100 to the published percent,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,EQV,10.373985279269844,percent,FDIC-computed ratio,3210 / 2170,no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,ROAQ,1.55,percent,FDIC-computed ratio,4340 / 3368,no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NIMY,3.2069701841972766,percent,FDIC-computed ratio,4074 / (RC-K),no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,EEFFR,53.51752782370999,percent,FDIC-computed ratio,"4093,C232 / 4074,4079",no,not a filed line -- the FDIC calculates this from filed lines that are verified here,yes,a ratio the FDIC computes from filed lines; not itself a line on the form,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3CRCD,263041.0,thousands of dollars,RC-N 5.a col A,RCFDB575,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9CRCD,248842.0,thousands of dollars,RC-N 5.a col B,RCFDB576,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NACRCD,228.0,thousands of dollars,RC-N 5.a col C,RCFDB577,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3AUTO,162985.0,thousands of dollars,RC-N 5.b col A,RCFDK213,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9AUTO,14750.0,thousands of dollars,RC-N 5.b col B,RCFDK214,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NAAUTO,24471.0,thousands of dollars,RC-N 5.b col C,RCFDK215,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3RERES,639386.0,thousands of dollars,RC-N 1.c (3 rows) col A,RCON5398+RCONC236+RCONC238,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9RERES,2069870.0,thousands of dollars,RC-N 1.c (3 rows) col B,RCON5399+RCONC237+RCONC239,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NARERES,536355.0,thousands of dollars,RC-N 1.c (3 rows) col C,RCON5400+RCONC229+RCONC230,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3RELOC,60178.0,thousands of dollars,RC-N 1.c.(1) col A,RCON5398,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9RELOC,51957.0,thousands of dollars,RC-N 1.c.(1) col B,RCON5399,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NARELOC,118849.0,thousands of dollars,RC-N 1.c.(1) col C,RCON5400,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3CONOTH,70762.0,thousands of dollars,RC-N 5.c col A,RCFDK216,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9CONOTH,27428.0,thousands of dollars,RC-N 5.c col B,RCFDK217,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NACONOTH,13460.0,thousands of dollars,RC-N 5.c col C,RCFDK218,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNCRCD,21566054.0,thousands of dollars,RC-C Pt I 6.a,RCFDB538,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNAUTO,18567511.0,thousands of dollars,RC-C Pt I 6.c,RCFDK137,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNCONOTH,9666387.0,thousands of dollars,RC-C Pt I 6.d,RCFDK207,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNRERES,83016119.0,thousands of dollars,RC-C Pt I 1.c.(1)+(2)(a)+(2)(b),RCON1797+RCON5367+RCON5368,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNRELOC,14673861.0,thousands of dollars,RC-C Pt I 1.c.(1),RCON1797,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTCRCDQ,210023.0,thousands of dollars,RI-B Pt I 5.a cols A-B,RIADB514-RIADB515,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTAUTOQ,17893.0,thousands of dollars,RI-B Pt I 5.b cols A-B,RIADK129-RIADK133,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTCONOTQ,40516.0,thousands of dollars,RI-B Pt I 5.c cols A-B,RIADK205-RIADK206,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTRERESQ,1850.0,thousands of dollars,RI-B Pt I 1.c.(1)+1.c.(2) cols A-B,RIAD5411+RIADC234+RIADC235-RIAD5412-RIADC217-RIADC218,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3CI,157796.0,thousands of dollars,RC-N 4 col A,RCFD1251+RCFD1254,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9CI,58078.0,thousands of dollars,RC-N 4 col B,RCFD1252+RCFD1255,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NACI,184632.0,thousands of dollars,RC-N 4 col C,RCFD1253+RCFD1256,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3RECONS,556.0,thousands of dollars,RC-N 1.a.(1)+(2) col A,RCONF172+RCONF173,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9RECONS,2823.0,thousands of dollars,RC-N 1.a.(1)+(2) col B,RCONF174+RCONF175,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NARECONS,31607.0,thousands of dollars,RC-N 1.a.(1)+(2) col C,RCONF176+RCONF177,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3RENRES,23443.0,thousands of dollars,RC-N 1.e.(1)+(2) col A,RCONF178+RCONF179,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9RENRES,48.0,thousands of dollars,RC-N 1.e.(1)+(2) col B,RCONF180+RCONF181,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NARENRES,55315.0,thousands of dollars,RC-N 1.e.(1)+(2) col C,RCONF182+RCONF183,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P3REMULT,6370.0,thousands of dollars,RC-N 1.d col A,RCON3499,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,P9REMULT,245.0,thousands of dollars,RC-N 1.d col B,RCON3500,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NAREMULT,8819.0,thousands of dollars,RC-N 1.d col C,RCON3501,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,LNCI,74746260.0,thousands of dollars,RC-C Pt I 4,RCFD1763+RCFD1764,yes,verified against the bank's own filed Call Report,yes,read straight off the filing,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTRECONQ,444.0,thousands of dollars,RI-B Pt I 1.a.(1)+(2) cols A-B,RIADC891+RIADC893-RIADC892-RIADC894,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTREMULQ,93.0,thousands of dollars,RI-B Pt I 1.d cols A-B,RIAD3588-RIAD3589,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
6548,US Bank NA,2018-06-30,NTCIQ,53773.0,thousands of dollars,RI-B Pt I 4 cols A-B,RIAD4645+RIAD4646-RIAD4617-RIAD4618,yes,verified against the bank's own filed Call Report,yes,this filing's year-to-date less the previous quarter's,7/30/2018,30,https://cdr.ffiec.gov/Public/ViewFacsimileDirect.aspx?ds=call&idType=fdiccert&id=6548&date=06302018
